id,event_date,event_summary,source_quote,core_sentence,category,event_type,intensity,actor_raw_names,actor_normalized_names,actor_countries,recipient_raw_names,recipient_normalized_names,recipient_countries,third_party_raw_names,third_party_normalized_names,third_party_countries,location_raw_names,location_normalized_names,location_countries,article_count,article_links
"a782380041e0","2026-08-02","Iran, through Foreign Minister Abbas Araghchi, warned that it would deliver a 'decisive and proportionate response' to any new military action by the United States or Israel. This warning was communicated during separate calls with counterparts in Turkiye, Pakistan, and Saudi Arabia, indicating that any US military strike would trigger a response extending beyond the Gulf region.","Iran warned it would deliver a 'decisive and proportionate response' to any fresh military action by the US or Israel, following President Donald Trump's latest threat to strike Iranian targets.","Iran THREATEN United States and Israel","CONFLICT","THREATEN","-0.6","Iran","Iran","Iran (80)","United States; Israel","United States; Israel","USA (185); Israel (83)","","","","Iran; Turkiye; Pakistan; Saudi Arabia","","Iran (80); Türkiye (177); Pakistan (130); Saudi Arabia (151)","7",""
"0dc0a55fe388","2026-08-02","The Islamic Revolutionary Guard Corps (IRGC) of Iran issued a statement in response to US President Donald Trump's ceasefire plan aimed at disarming Hamas, declaring the proposal 'doomed to fail'. The IRGC vowed a 'harsh and crushing' response to the assassination of Hamas political bureau chief Ismail Haniyeh and asserted that the disarmament plan would not succeed.","Iran’s powerful Islamic Revolutionary Guard Corps (IRGC) on Sunday reacted to US President Donald Trump’s ceasefire plan to disarm Hamas, saying the US-mediated proposal is 'doomed to fail'.","Islamic Revolutionary Guard Corps (IRGC) ACCUSE Donald Trump","CONFLICT","ACCUSE","-0.3","Islamic Revolutionary Guard Corps (IRGC)","Islamic Revolutionary Guard Corps (IRGC)","Iran (80)","Donald Trump","Donald Trump","USA (185)","Hamas; Ismail Haniyeh","Hamas; Ismail Haniyeh","Palestine (195); Palestine (195)","Immaterial","","Immaterial","1",""
"2ce485c8109e","2026-08-02","Iran's Foreign Ministry, represented by spokesman Esmaeil Baqaei, publicly denied claims made by U.S. President Donald Trump regarding the initiation of new negotiations between the United States and Iran. The statement clarified that Iran was not negotiating directly with Washington but was instead engaged in discussions with Oman concerning maritime passage through the Strait of Hormuz.","We are not currently negotiating with the United States. Our negotiations are with Oman to secure passage through the Strait of Hormuz.","Iran's Foreign Ministry ACCUSE United States","CONFLICT","ACCUSE","-0.2","Iran's Foreign Ministry","Iranian Foreign Ministry","Iran (80)","United States","United States","USA (185)","Esmaeil Baqaei; Oman","Esmaeil Baqaei; Oman","Iran (80); Oman (129)","Immaterial","","Immaterial","4",""
"0de887ed5f39","2026-08-02","Iran's Acting Defense Minister Majid Ebnolreza issued a warning regarding threats against the country, stating that Tehran considers them a serious security risk. He emphasized that Iran will enhance its military readiness in response to perceived threats from the United States, which Iranian officials accuse of employing psychological pressure.","Iran has issued a warning that it considers every threat against the country a serious security risk, as tensions with the United States remain high. Acting Defense Minister Majid Ebnolreza said Tehran will not be caught off guard and will continue strengthening military readiness.","Majid Ebnolreza THREATEN United States","CONFLICT","THREATEN","-0.6","Majid Ebnolreza","Majid Ebnolreza","Iran (80)","United States","United States","USA (185)","","","","Tehran","","Iran (80)","1",""
"968d6ac01147","2026-08-01","Iranian Foreign Minister Abbas Araghchi publicly challenged the justification for potential military action against Iran regarding its nuclear program during a debate. He questioned the rationale presented by U.S. President Donald Trump, who cited Israeli Prime Minister Benjamin Netanyahu's warning that Iran was 'one week away' from developing a nuclear weapon as a reason for conflict. Araghchi emphasized that the existence of nuclear weapons in other countries has not led to U.S. military action against them, arguing that this inconsistency should be reconsidered in the context of international law and military engagement.","Araghchi questioned why such a claim should be sufficient to justify a major military confrontation.","Abbas Araghchi ACCUSE United States","CONFLICT","ACCUSE","-0.3","Abbas Araghchi","Abbas Araghchi","Iran (80)","United States","United States","USA (185)","Donald Trump; Benjamin Netanyahu","Donald Trump; Benjamin Netanyahu","USA (185); Israel (83)","Immaterial","","Immaterial","7",""
"3f89852bd100","2026-08-01","Mohammad Mokhber, a senior adviser to Iranian Supreme Leader Ayatollah Seyyed Ali Mojtaba Khamenei, issued a warning regarding potential attacks on Iran's critical infrastructure, stating that such actions would have far-reaching consequences beyond military implications, affecting the US-led global order and the Western system.","Mohammad Mokhber, a senior adviser to Iranian Supreme Leader Ayatollah Seyyed Ali Mojtaba Khamenei, has warned that any attack on Iran's critical infrastructure would have consequences extending far beyond the battlefield.","Mohammad Mokhber THREATEN United States","CONFLICT","THREATEN","-0.6","Mohammad Mokhber","Mohammad Mokhber","Iran (80)","United States","United States","USA (185)","Ayatollah Seyyed Ali Khamenei","Ayatollah Ali Khamenei","Iran (80)","Iran","","Iran (80)","1",""
"5aaed73dfa71","2026-08-01","An Iranian lawmaker, Mojtaba Zarei, warned that the United States could initiate an 'infrastructure war' targeting Iran's transport sector and truck drivers. This statement was made amid rising tensions over the Strait of Hormuz and ongoing military and diplomatic developments in the region.","A member of Iran’s parliamentary National Security and Foreign Policy Committee has claimed that the United States could pursue what he described as an 'infrastructure war' against Iran by targeting the country’s transport sector and attempting to influence truck drivers.","Mojtaba Zarei ACCUSE United States","CONFLICT","ACCUSE","-0.2","Mojtaba Zarei","Mojtaba Khamenei","Iran (80)","United States","United States","USA (185)","Iran; Iranian transport sector; Iranian truck drivers","Iran; Iranian transport sector; Iranian truck drivers","Iran (80); Iran (80); Iran (80)","Immaterial; Strait of Hormuz","","Immaterial; Unknown","1",""
"e84663091809","2026-08-01","Major General Ali Abdollahi, head of Iran’s wartime military command, issued a statement in Tehran, Iran, warning that Iran would retaliate against any threatened attacks by the United States on its critical energy infrastructure. This warning was made in the context of ongoing military strikes in the region and concerns over the US potentially launching extensive attacks against Iran's civilian infrastructure.","The United States is moving at an accelerating pace to fan the flames of a full-scale regional war,” Major General Ali Abdollahi, head of Iran’s wartime military command, said in a statement on Saturday.","Major General Ali Abdollahi THREATEN United States","CONFLICT","THREATEN","-0.6","Major General Ali Abdollahi","Major General Ali Abdollahi","Iran (80)","United States","United States","USA (185)","","","","Tehran","","Iran (80)","1",""
"55c6fe7cfa85","2026-08-01","The Iranian Foreign Ministry issued a statement affirming its appreciation for the armed forces' defense of Iran's sovereignty against perceived threats and attacks from the United States. The statement emphasized Iran's commitment to utilizing all available means to defend its rights and national security, while condemning the U.S. actions as acts of aggression and violations of the UN Charter.","The Iranian Foreign Ministry, in a statement issued Saturday evening, affirmed its 'appreciation for the armed forces’ continued and powerful defense of Iran’s sovereignty against the illegal threats and attacks of the United States.'","Iranian Foreign Ministry ACCUSE United States","CONFLICT","ACCUSE","-0.3","Iranian Foreign Ministry","Iranian Foreign Ministry","Iran (80)","United States","United States","USA (185)","","","","Immaterial","","Immaterial","8",""
"df0c33de94cd","2026-08-01","Iran's leadership, amidst intensified attacks on U.S. military bases and American allies, has shown a united front in its wartime approach, although significant internal divisions exist regarding the conflict's resolution. The ultra-hardline Paydari movement advocates for continued military engagement until a complete victory is achieved, while a moderate faction led by President Masoud Pezeshkian supports leveraging military pressure to strengthen Iran's negotiating position with the United States.","As attacks on U.S. military bases and American allies have intensified over the past week, Iran’s leadership has largely remained united in its wartime approach.","Iranian leadership ASSAULT U.S. military bases and American allies","CONFLICT","ASSAULT","-0.9","Iranian leadership","Iranian leadership","Iran (80)","U.S. military bases; American allies","American military bases; U.S. allies","USA (185); USA (185)","","","","Iran; U.S. military bases","","Iran (80); USA (185)","1",""
"9c1ef976c960","2026-08-01","Mohammad Bagher Zolghadr, the secretary of Iran’s Supreme National Security Council, stated that the ongoing U.S. naval blockade of Iran will exacerbate the closure of the Strait of Hormuz. He accused the United States of contributing to regional instability and warned that the global economy and energy markets would suffer consequences if the Strait remains closed.","Mohammad Bagher Zolghadr, secretary of Iran’s Supreme National Security Council, has said that the continuation of the U.S. naval blockade of Iran will further tighten the closure of the Strait of Hormuz.","Mohammad Bagher Zolqakh ACCUSE United States","CONFLICT","ACCUSE","-0.3","Mohammad Bagher Zolqakh","Mohammad Bagher Zolouhagh","Iran (80)","United States","United States","USA (185)","","","","Iran; Strait of Hormuz","","Iran (80)","1",""
"6b8447f71dbf","2026-08-01","Iran's Supreme National Security Council, represented by Secretary Mohammad Bagher Zolghadr, announced a warning regarding the potential tightening of the closure of the Strait of Hormuz and other maritime passages in response to the ongoing naval blockade imposed by the United States on Iranian ports and vessels. The statement emphasized that continued US actions could escalate tensions and impact the global economy and energy market.","The continuation of the naval blockade and the war escalation by the US regime will reinforce the closure of the Strait of Hormuz and will also lead to the closure of other straits and choke points.","Iran's Supreme National Security Council and Mohammad Bagher Zolouhagh THREATEN United States","CONFLICT","THREATEN","-0.6","Iran's Supreme National Security Council; Mohammad Bagher Zolouhagh","Iran's Supreme National Security Council; Mohammad Bagher Zolouhagh","Iran (80); Iran (80)","United States","United States","USA (185)","","","","Strait of Hormuz","","Iran (80)","1",""
"d82dc0421359","2026-08-01","Iran's military authorities, led by Major General Ali Abdollahi, issued a warning of potential retaliation against the United States in response to threats of attacks on Iran's critical energy infrastructure. This statement was made amid ongoing military strikes in the region and was directed at regional neighbors to reconsider their alignment with the US.","It is hereby stated explicitly: Muslim countries must, with foresight, monitor America’s crimes and reconsider their cooperation and alignment with the US.","Iran's military authorities THREATEN United States and regional neighbors","CONFLICT","THREATEN","-0.6","Iran's military authorities","Iran's military authorities","Iran (80)","United States; Regional neighbors","United States; Regional neighbors","USA (185)","","","","Immaterial","","Immaterial","1",""
"84332438fe88","2026-08-01","Mohammad Baqer Zolqadr, Secretary of Iran's Supreme National Security Council, stated that Iran's armed forces are prepared to implement escalatory options in response to any military attack on its nuclear facilities. He emphasized that US pressure and a naval blockade could lead Iran to take strict measures in the Strait of Hormuz and potentially other vital waterways, warning of catastrophic repercussions for global navigation and the economy.","The Secretary of Iran's Supreme National Security Council, Mohammad Baqer Zolqadr, affirmed that the continuation of US pressure and what he described as a 'naval blockade' could push Tehran to take strict measures in the Strait of Hormuz.","Mohammad Baqer Zolqadr THREATEN United States","CONFLICT","THREATEN","-0.6","Mohammad Baqer Zolqadr","Mohammad Baqer Zolqadr","Iran (80)","United States","United States","USA (185)","","","","Nuclear facilities in Iran; Strait of Hormuz","","Iran (80); Iran (80)","1",""
"5dd578946383","2026-08-01","Iran's foreign ministry, represented by spokesman Esmaeil Baqaei, stated that Iran is not currently negotiating with the United States regarding the ongoing conflict, but is instead negotiating with Oman to secure passage through the Strait of Hormuz. This statement follows recent threats from U.S. President Trump regarding potential military action against Iran.","""We are not currently negotiating with the United States. Our negotiations are with Oman to secure passage through the Strait of Hormuz,"" said foreign ministry spokesman Esmaeil Baqaei during a weekly press briefing.","Iranian Foreign Ministry and Esmaeil Baqaei CONSULT United States and Oman","COOPERATION","CONSULT","0.2","Iranian Foreign Ministry; Esmaeil Baqaei","Iranian Foreign Ministry; Esmaeil Baqaei","Iran (80); Iran (80)","United States; Oman","United States; Oman","USA (185); Oman (129)","","","","Strait of Hormuz","","Unknown","4",""
"61e4970039be","2026-08-01","Iranian President Masoud Pezeshkian stated that Iran does not seek to escalate tensions in the Middle East but will utilize its full capabilities to defend its security, national interests, and territorial integrity. This statement was made in the context of ongoing negotiations with the United States, as US President Donald Trump indicated that Iran had been given a 'last chance' to reach an agreement.","The Islamic Republic of Iran does not seek to escalate tensions or instability in the region. However, it will act with its full capabilities to defend the country's security, national interests, and territorial integrity.","Iranian President Masoud Pezeshkian ACCUSE United States","CONFLICT","ACCUSE","-0.3","Iranian President Masoud Pezeshkian","Iranian President Masoud Pezeshkian","Iran (80)","United States","United States","USA (185)","Iran; Donald Trump","Iran; Donald Trump","Iran (80); USA (185)","Immaterial","","Immaterial","2",""
"e9b310cc0c4e","2026-08-01","The Iranian Foreign Ministry issued a statement affirming that Iran will utilize all means necessary to exercise its right of self-defense against ongoing violations by the United States. The statement emphasized the commitment of Iran's Armed Forces to continue defensive operations and highlighted the nation's determination to resist US aggression.","The Foreign Ministry has vowed that Iran will use all means at its disposal to exercise its inherent right of self-defense in the face of the United States’ ongoing violations against the country.","Iranian Foreign Ministry and Armed Forces of Iran THREATEN United States","CONFLICT","THREATEN","-0.6","Iranian Foreign Ministry; Armed Forces of Iran","Iranian Foreign Ministry; Iranian military","Iran (80); Iran (80)","United States","United States","USA (185)","","","","Immaterial","","Immaterial","1",""
"f244401973b2","2026-07-31","Iran launched a drone strike targeting the Ahmed Al-Jaber Air Base in Kuwait, aimed at US military assets. This operation was described by Tehran as a response to recent US attacks on Iran, including a strike on a residential home on Qeshm Island.","Iran claimed early on Friday, July 31, that it launched a drone strike targeting a United States military base in Kuwait, as the conflict entered the 44th day after the signing of the memorandum of understanding between Washington and Tehran and 153 days since the outbreak of the war.","Iran ASSAULT US military assets","CONFLICT","ASSAULT","-0.9","Iran","Iran","Iran (80)","US military assets","US military assets","USA (185)","","","","Ahmed Al-Jaber Air Base","","Kuwait (91)","1",""
"508c5d3ee20e","2026-07-31","Iran's military launched drone strikes targeting US military facilities at Ahmad Al-Jaber Air Base in Kuwait and other locations in Bahrain. This action was described as a response to recent US military aggression against Iran, specifically citing a US attack on a residential home on Qeshm Island that resulted in civilian casualties.","Iran’s military said on Friday it launched drone strikes targeting US military facilities in Kuwait and Bahrain, as resumed fighting between Iran and the US threatens to engulf the whole Middle East region.","Iranian military ASSAULT US military","CONFLICT","ASSAULT","-0.9","Iranian military","Iranian military","Iran (80)","US military","United States military","USA (185)","","","","Ahmad Al-Jaber Air Base; Munitain in Bahrain","","Kuwait (91); Bahrain (13)","2",""
"4bff973bc232","2026-07-30","Iran's Islamic Revolutionary Guard Corps (IRGC) conducted a missile strike on Jordan's al-Azraq airbase, claiming to have destroyed three US F-35 fighter jets and damaged three others. This action was described as retaliation for a US attack on Iran's Qeshm island that allegedly resulted in civilian casualties. The IRGC targeted a maintenance shed and aircraft ramp at the airbase using several ballistic missiles.","The IRGC said the strike was carried out in retaliation for what it described as a US attack on Iran's Qeshm island that allegedly killed two parents and their child.","Iran's Islamic Revolutionary Guard Corps (IRGC) ASSAULT United States","CONFLICT","ASSAULT","-0.9","Islamic Revolutionary Guard Corps (IRGC)","Islamic Revolutionary Guard Corps (IRGC)","Iran (80)","United States","United States","USA (185)","Jordan","Jordan","Jordan (87)","al-Azraq airbase; Qeshm island","","Jordan (87); Iran (80)","3",""
"424d21b31f1f","2026-07-30","Senior Iranian political, military, and security officials issued warnings regarding potential retaliation against any renewed US military action or interference in the Strait of Hormuz. The statements reflect Iran's preparedness to escalate its response amid rising tensions following recent conflicts with the United States and Israel.","Senior Iranian political, military and security officials have issued a series of warnings that any renewed US military action or continued interference in the Strait of Hormuz would trigger broader retaliation.","Senior Iranian political, military, and security officials THREATEN United States","CONFLICT","THREATEN","-0.6","Senior Iranian political, military, and security officials","Iranian officials","Iran (80)","United States","United States","USA (185)","Israel","Israel","Israel (83)","Strait of Hormuz","","Unknown","2",""
"97026f95172f","2026-07-29","Iran's Islamic Revolutionary Guard Corps (IRGC) launched ballistic missiles at U.S. military bases in the Middle East, specifically targeting a U.S. military base and a CENTCOM command facility in Jordan. This action was described as retaliation for ongoing U.S. military actions against Iran, coinciding with high-level talks between U.S. President Donald Trump and Israeli Prime Minister Benjamin Netanyahu regarding Iran's nuclear program.","Iran launched ballistic missiles at U.S. military bases in the Middle East and said it “targeted and stopped” three oil tankers in the Strait of Hormuz on Wednesday, escalating regional tensions as U.S. President Donald Trump hosted Israeli Prime Minister Benjamin Netanyahu for talks focused on Iran’s nuclear program and the widening conflict.","Iran's Islamic Revolutionary Guard Corps (IRGC) ASSAULT U.S. military bases in the Middle East and a CENTCOM command facility in Jordan.","CONFLICT","ASSAULT","-0.9","Islamic Revolutionary Guard Corps (IRGC)","Islamic Revolutionary Guard Corps (IRGC)","Iran (80)","U.S. military bases in the Middle East; CENTCOM command facility in Jordan","U.S. forces stationed in the Middle East; CENTCOM command facility in Jordan","USA (185); USA (185)","Donald Trump; Benjamin Netanyahu","Donald Trump; Benjamin Netanyahu","USA (185); Israel (83)","U.S. military bases in the Middle East; Jordan","","Jordan (87)","1",""
"d78844b6976c","2026-07-29","A drone attack attributed to Iran's Islamic Revolutionary Guard Corps (IRGC) struck the US-owned floating storage and regasification vessel Energos Winter at the Mediterranean port of Damietta, Egypt, causing a fire that spread to the Greek-owned LNG tanker GasLog Salem. This incident raised concerns about a potential explosion at the port, which is a key LNG hub.","The drone reportedly struck the US-owned floating storage and regasification vessel Energos Winter, sparking a fire that spread to the Greek-owned LNG tanker GasLog Salem at 14:20 GMT.","Iran's Islamic Revolutionary Guard Corps (IRGC) ASSAULT Energas Winter and Gaslog Salem","CONFLICT","ASSAULT","-0.9","Islamic Revolutionary Guard Corps (IRGC)","Islamic Revolutionary Guard Corps (IRGC)","Iran (80)","Energo Winter; Gaslog Salem","Energo Winter; Gaslog Salem","USA (185); Greece (68)","","","","Damietta; Mediterranean port","","Egypt (53); Egypt (53)","1",""
"48accb9f703b","2026-07-29","The Iranian Islamic Revolutionary Guard Corps (IRGC) claimed to have destroyed three US F-35 fighter jets at Jordan's al-Azraq air base using missiles. The United States Central Command (CENTCOM) rejected this claim, stating that all missiles and drones sent by Iran were intercepted or missed their targets, and no US aircraft were damaged.","The claim was immediately denied by the US as it said that all the missiles and drones sent by Iran were successfully intercepted or could not hit their targets.","Iranian Islamic Revolutionary Guard Corps (IRGC) ACCUSE United States Central Command (CENTCOM)","CONFLICT","ACCUSE","-0.3","Iranian Islamic Revolutionary Guard Corps (IRGC)","Islamic Revolutionary Guard Corps (IRGC)","Iran (80)","United States Central Command (CENTCOM)","United States Central Command (CENTCOM)","USA (185)","","","","al-Azraq air base","","Jordan (87)","1",""
"fc95d9af7dba","2026-07-29","Iran launched multiple ballistic missiles targeting the Muwaffaq Salti Air Base in Jordan, which is used by US forces. The attack resulted in the deaths of three American service members and injuries to several others, prompting a strong warning of retaliation from US President Donald Trump.","According to a Fox News reporter, who summarized the conversation, Trump said, 'We're going to beat the fing st out of them. We'll be hitting them hard. They're going to get a beating.'","Iran ASSAULT US forces and American service members","CONFLICT","ASSAULT","-0.9","Iran","Iran","Iran (80)","US forces; American service members","US forces; American service members","USA (185); USA (185)","","","","Muwaffah Salti Air Base","","Jordan (87)","2",""
"7fe97129e417","2026-07-29","The Islamic Revolutionary Guard Corps (IRGC) of Iran launched ballistic missiles at a U.S. air base and command center in Jordan as a retaliatory action against perceived American aggressive actions. This incident has escalated tensions in the Middle East and is part of a broader cycle of strikes and counterstrikes between the two nations.","Iran retaliatory attack targeted a U.S. air base in Jordan, escalating regional tensions as Washington says missiles were intercepted.","Islamic Revolutionary Guard Corps (IRGC) of Iran ASSAULT U.S. military personnel at an air base and command center in Jordan","CONFLICT","ASSAULT","-0.9","Islamic Revolutionary Guard Corps (IRGC)","Islamic Revolutionary Guard Corps (IRGC)","Iran (80)","U.S. military personnel at the air base and command center in Jordan","U.S. military personnel at the air base and command center in Jordan","USA (185)","","","","U.S. air base and command center in Jordan","","Jordan (87)","1",""
"b72bc04259c7","2026-07-29","Iran launched a series of strikes targeting United States military installations across the Middle East. This coordinated military action occurred concurrently with a meeting between Israeli Prime Minister Benjamin Netanyahu and U.S. President Donald Trump, highlighting the escalating regional tensions and Iran's challenge to American presence in the area.","Iran has launched a series of strikes targeting United States military installations across the Middle East. The coordinated actions, which reportedly occurred concurrently with a meeting between Israeli Prime Minister Benjamin Netanyahu and U.S. President Donald Trump, underscore the volatile geopolitical landscape of the region.","Iran ASSAULT United States military installations","CONFLICT","ASSAULT","-0.9","Iran","Iran","Iran (80)","United States military installations","United States military installations","USA (185)","Benjamin Netanyahu; Donald Trump","Benjamin Netanyahu; Donald Trump","Israel (83); USA (185)","Middle East","","Unknown","1",""
