id,event_date,event_summary,source_quote,core_sentence,category,event_type,intensity,actor_raw_names,actor_normalized_names,actor_countries,recipient_raw_names,recipient_normalized_names,recipient_countries,third_party_raw_names,third_party_normalized_names,third_party_countries,location_raw_names,location_normalized_names,location_countries,article_count,article_links
"e65dbea6245c","2026-07-15","The Israeli Defense Forces (IDF) killed three members of Hezbollah in Beit Yahoun, southern Lebanon, following their identification as armed terrorists. This action was taken to eliminate a threat to IDF soldiers operating in the area.","Earlier today, IDF soldiers identified three armed Hezbollah terrorists in the area of Beit Yahoun, located within the Security Zone in southern Lebanon. Following the identification, the IDF eliminated the three terrorists, who were carrying combat equipment, in order to remove the threat posed to IDF soldiers operating nearby.","Israeli Defense Forces ASSAULT Hezbollah militants","CONFLICT","ASSAULT","-0.9","Israeli Defense Forces","Israeli military","Israel (83)","Hezbollah militants","Hezbollah","Lebanon (95)","IDF soldiers","IDF soldiers","Israel (83)","Beit Yahoun, southern Lebanon","","Lebanon (95)","1",""
"766d6042f128","2026-07-14","Lebanon and Israel are engaged in negotiations in Rome, facilitated by the United States, to discuss the implementation of a framework agreement aimed at ending the conflict between Israel and Hezbollah. The Lebanese delegation has been instructed to demand the immediate withdrawal of Israeli forces from two designated pilot zones in southern Lebanon as a prerequisite for further discussions.","The Lebanese presidency announced on Monday (July 13, 2026) that its delegation to Rome had been instructed 'to demand the immediate start of Israeli forces’ withdrawal from the two pilot zones before any further discussion'.","Lebanon and Israel REQUESTED the Lebanese delegation to demand the immediate withdrawal of Israeli forces from two designated pilot zones in southern Lebanon.","CONFLICT","REQUEST","-0.2","Lebanon; Israel; United States","Lebanon; Israel; United States","Lebanon (95); Israel (83); USA (185)","Lebanese delegation","Lebanese delegation","Lebanon (95)","Hezbollah","Hezbollah","Lebanon (95)","Rome; southern Lebanon","","Italy (84); Lebanon (95)","2",""
"58e7e257e8c7","2026-07-06","The Israeli military conducted an airstrike on a vehicle in southern Lebanon, resulting in the deaths of four individuals, including school principal Esperanza Ghandour, her mother, a domestic worker, and a foreign labourer. The strike was described as a response to the vehicle approaching a designated 'security zone' and posing a threat to Israeli forces.","The Israeli military said it had struck a vehicle carrying four people it said were approaching what it calls a 'security zone' in southern Lebanon and posing a threat to its forces.","Israeli military ASSAULT vehicle occupants including Esperance Ghandour and her Ghandour family","CONFLICT","ASSAULT","-0.9","Israeli military","Israeli military","Israel (83)","Vehicle occupants; Esperance Ghandour; Ghandour family","Vehicle occupants; Esperance Ghandour; Ghandour family","Lebanon (95); Lebanon (95)","","","","southern Lebanon","","Lebanon (95)","4",""
"065d8c7d818d","2026-07-06","An Israeli drone strike targeted a vehicle in Nabatieh, southern Lebanon, resulting in the deaths of four individuals. This incident is reported to be the deadliest drone attack in several weeks, as confirmed by Lebanese security sources.","Four people were killed by an Israeli drone strike on a vehicle in Nabatieh in southern Lebanon on Monday, Lebanon’s state news agency reported, in what Lebanese security sources said marked the deadliest such attack in several weeks.","Israeli drone strike ASSAULTED a vehicle and four individuals in Nabatieh, southern Lebanon.","CONFLICT","ASSAULT","-0.9","Israeli drone strike","Israeli drone strike","Israel (83)","Vehicle in Nabatieh; Four individuals","Vehicle in Nabatieh; Four individuals","Lebanon (95); Lebanon (95)","","","","Nabatieh","","Lebanon (95)","1",""
"cd1af15bb2bc","2026-07-06","Israel is reportedly preparing to transfer two limited areas in southern Lebanon to the Lebanese Army under a U.S.-backed framework while retaining most of its security zone until Hezbollah disarms. This decision follows high-level security consultations led by Prime Minister Benjamin Netanyahu and is expected to receive final approval from U.S. Central Command.","Prime Minister Benjamin Netanyahu reportedly held high-level security consultations as the plan moves forward, with final approval also expected from U.S. Central Command.","Israel AGREE Lebanese Army","COOPERATION","AGREE","0.5","Israel","Israel","Israel (83)","Lebanese Army","Lebanese Armed Forces","Lebanon (95)","Hezbollah; United States; U.S. Central Command","Hezbollah; United States; U.S. Central Command","Lebanon (95); USA (185); USA (185)","southern Lebanon","","Lebanon (95)","1",""
"0355951f7b35","2026-07-06","An Israeli drone strike targeted a vehicle in southern Lebanon, resulting in the deaths of four individuals, including a school headteacher, her mother, a female foreign domestic worker, and a male Syrian worker. The strike occurred near a military zone and was described by the Israeli military as a necessary action against a perceived security threat.","An Israeli drone strike on a car in southern Lebanon has killed four people, including a school headteacher, in the deadliest Israeli attack since a ceasefire was agreed in the country last month.","Israeli military ASSAULT School headteacher, her mother, a female foreign domestic worker, and a male Syrian worker","CONFLICT","ASSAULT","-0.9","Israeli military","Israeli military","Israel (83)","School headteacher; Her mother; Female foreign domestic worker; Male Syrian worker","School headteacher; Her mother; Female foreign domestic worker; Male Syrian worker","Lebanon (95); Lebanon (95); Lebanon (95); Syria (169)","","","","southern Lebanon; near a military zone","","Lebanon (95); Lebanon (95)","2",""
"36133ec3951f","2026-07-05","Israeli Prime Minister Benjamin Netanyahu stated that some Christian villages in southern Lebanon have requested to be annexed by Israel for protection against Hezbollah militants. This claim was made during an interview with Fox News, highlighting Israel's role in safeguarding these communities.","Some of them have actually asked to be annexed to Israel, because we protect them against the Hezbollah, Hezbollah fanatics who want to kill them.","Israel AID Christian villages in southern Lebanon","COOPERATION","AID","0.8","Israel","Israel","Israel (83)","Christian villages in southern Lebanon","Christian villages in southern Lebanon","Lebanon (95)","Benjamin Netanyahu; Hezbollah militants","Benjamin Netanyahu; Hezbollah","Israel (83); Lebanon (95)","southern Lebanon","","Lebanon (95)","1",""
"eaa901b14f80","2026-07-03","The Israeli military conducted a drone strike in the town of Seddiqine, located in the Tyre region of southern Lebanon, resulting in injuries to two individuals. This attack occurred amid escalating tensions between Israel, Iran, and Hezbollah, with the Israeli military's stated objective being the prevention of Hezbollah's rearmament.","As reported by the National News Agency of Lebanon, the drone of Israel attacked a vehicle in the town of Seddiqine in Tyre region, which wounded two people while another attack took place within a few moments in the same area however, it is not clear yet if the attack was against any individual or military installations.","Israeli military ASSAULT Two individuals in Seddiqine","CONFLICT","ASSAULT","-0.9","Israeli military","Israeli military","Israel (83)","Two individuals in Seddiqine","Two individuals in Seddiqine","Lebanon (95)","Hezbollah; Iran","Hezbollah; Iran","Lebanon (95); Iran (80)","Seddiqine; Tyre region","","Lebanon (95); Lebanon (95)","1",""
"e6adbda4e2fb","2026-07-01","Israel's military operations against Hamas, Hezbollah, and Iran's Islamic Revolutionary Guard Corps have continued, with significant military gains reported. However, despite these successes, Israel faces increased global isolation approximately 1,000 days after the October 7, 2023 attack, which resulted in substantial casualties and hostages. The ongoing military campaigns have not translated into diplomatic strength, leading to strained ties with the United States.","About 1,000 days after Hamas's attack on October 7, 2023, Israel finds itself more globally isolated than it was on the eve of that assault.","Israel ASSAULT Hamas, Hezbollah, and Iran's Islamic Revolutionary Guard Corps","CONFLICT","ASSAULT","-0.9","Israel","Israel","Israel (83)","Hamas; Hezbollah; Islamic Revolutionary Guard Corps","Hamas; Hezbollah; Islamic Revolutionary Guard Corps","Palestine (195); Lebanon (95); Iran (80)","United States","United States","USA (185)","Israel","","Israel (83)","1",""
"ab5873ee68c3","2026-07-01","Israeli Prime Minister Benjamin Netanyahu visited Israel Defense Forces troops deployed in the security zone in Southern Lebanon, where he emphasized the importance of their role in securing the Israel-Lebanon framework agreement signed on June 30, 2026. He warned Iran and Hezbollah to withdraw from the area and stated that Israel would not leave Southern Lebanon until the threat from Hezbollah is eliminated.","Visiting Israel Defense Forces troops deployed in the security zone in Southern Lebanon, Netanyahu stated: “We say to both Iran and Hezbollah: Get out of here.”","Benjamin Netanyahu THREATEN Iran and Hezbollah","CONFLICT","THREATEN","-0.6","Benjamin Netanyahu","Benjamin Netanyahu","Israel (83)","Iran; Hezbollah","Iran; Hezbollah","Iran (80); Lebanon (95)","Israel Defense Forces; Lebanon","Israeli military; Lebanon","Israel (83); Lebanon (95)","Southern Lebanon","","Lebanon (95)","5",""
"908692b3ea67","2026-06-30","Israel and Lebanon reached a security agreement that ties Israel's withdrawal from southern Lebanon to the disarmament of Hezbollah. This agreement aims to restore full Lebanese state authority in the region but is viewed as unlikely to be fulfilled due to Hezbollah's rejection of disarmament and the Lebanese government's inability to enforce such measures.","“This is not an agreement, it is an imposed settlement,” a senior Lebanese politician, who declined to be identified, told Reuters.","Israel and Lebanon AGREE Hezbollah","COOPERATION","AGREE","0.5","Israel; Lebanon","Israel; Lebanon","Israel (83); Lebanon (95)","Hezbollah","Hezbollah","Lebanon (95)","","","","southern Lebanon","","Lebanon (95)","1",""
"c4bf01e3a73b","2026-06-30","Israeli Prime Minister Benjamin Netanyahu announced that Israeli forces will continue their military presence in southern Lebanon until the threat from Iran-backed Hezbollah is eliminated. This statement was made during his visit to Israeli-controlled territory in southern Lebanon, emphasizing that the presence will persist as long as Hezbollah remains armed and capable of attacks against Israel.","Israeli Prime Minister Benjamin Netanyahu said on Tuesday that Israeli forces will remain in southern Lebanon until the threat posed by Iran-backed Hezbollah is eliminated, signaling that Israel has no immediate plans to withdraw despite a recent U.S.-mediated security agreement with Lebanon.","Israeli forces MOBILIZE Hezbollah","CONFLICT","MOBILIZE","-0.6","Israeli forces","Israeli military","Israel (83)","Hezbollah","Hezbollah","Lebanon (95)","Iran","Iran","Iran (80)","southern Lebanon","","Lebanon (95)","3",""
"4d9a70078e72","2026-06-28","The Israeli army destroyed an extensive tunnel in southern Lebanon, specifically near the village of Majdal Zoun, which was reported to contain hundreds of weapons and launch shafts aimed at Israel. This action occurred despite a trilateral framework agreement signed by Lebanon and Israel just two days prior, aimed at fostering peace and disarming Hezbollah.","The Israeli army destroyed an extensive tunnel in southern Lebanon on Sunday, with Lebanese state media reporting strikes in the area and Iran-backed Hezbollah saying it reserves the right to respond to these attacks.","Israeli army ASSAULT Lebanon","CONFLICT","ASSAULT","-0.9","Israeli army","Israeli military","Israel (83)","Lebanon","Lebanon","Lebanon (95)","Hezbollah","Hezbollah","Lebanon (95)","Southern Lebanon; Majdal Zoun","","Lebanon (95); Lebanon (95)","1",""
"0e88ff2d873a","2026-06-27","Israeli air operations conducted drone strikes in the town of Nabatieh al-Fawqa, southern Lebanon, resulting in at least one fatality and multiple injuries. This military action occurred one day after Israel and Lebanon formally entered into an agreement aimed at establishing enduring calm in the region.","Israeli air operations struck targets in southern Lebanon, resulting in at least one fatality and multiple injuries, merely a day after both nations formally entered into an agreement designed to establish an enduring calm.","Israeli military ASSAULT Residents of Nabatieh al-Fawq","CONFLICT","ASSAULT","-0.9","Israeli military","Israeli military","Israel (83)","Residents of Nabatieh al-Fawq","Residents of Nabatieh al-Fawq","Lebanon (95)","","","","Nabatieh al-Fawq","","Lebanon (95)","1",""
"9cfb26ff167b","2026-06-27","Israeli Prime Minister Benjamin Netanyahu announced the signing of a framework agreement between Israel, Lebanon, and the United States, which he described as a historic success for Israel. The agreement aims to pave the way for a future peace agreement while ensuring Israel's security interests, particularly regarding the disarmament of Hezbollah and other terrorist organizations in Lebanon.","Israeli Prime Minister Benjamin Netanyahu called the framework agreement signed Friday between Israel, Lebanon, and the United States a 'historic success for Israel' on Saturday evening.","Benjamin Netanyahu AGREE Lebanon and the United States","COOPERATION","AGREE","0.5","Benjamin Netanyahu","Benjamin Netanyahu","Israel (83)","Lebanon; United States","Lebanon; United States","Lebanon (95); USA (185)","Israel; Hezbollah","Israel; Hezbollah","Israel (83); Lebanon (95)","Immaterial","","Immaterial","4",""
"fae17339ba4a","2026-06-26","Secretary of State Marco Rubio, along with the ambassadors of Israel and Lebanon, announced a framework agreement aimed at establishing peace following months of conflict between Israel and Hezbollah. The agreement was signed by Yechiel Leiter, the Israeli ambassador to the United States, and Nada Hamadeh, the Lebanese ambassador to the United States, and is intended to restore Lebanese sovereignty and territorial integrity while securing a permanent cessation of hostilities.","Secretary of State Marco Rubio along with Israel and Lebanon’s ambassadors announced a framework agreement Friday that was described as a first step toward peace following months of conflict between Israel and the Lebanese militant group Hezbollah.","Marco Rubio, Israel, and Lebanon AGREE with Yechiel Leibler and Nada Hamadeh","COOPERATION","AGREE","0.5","Marco Rubio; Israel; Lebanon","Marco Rubio; Israel; Lebanon","USA (185); Israel (83); Lebanon (95)","Yechiel Leibler; Nada Hamadeh","Yechiel Leibler; Nada Hamadeh","Israel (83); Lebanon (95)","","","","Immaterial","","Immaterial","3",""
"2b0c8fa72c74","2026-06-26","The Trump administration, Israel, and Lebanon announced a trilateral framework aimed at reducing Iran's influence in Lebanon through its support of Hezbollah. This framework is seen as the first step towards initiating an Israeli withdrawal from occupied territory, with a joint statement outlining a structured process to restore Lebanon's sovereignty and disarm Hezbollah.","On Friday, the Trump administration, Israel, and Lebanon announced a trilateral framework that aims to temper Iran’s influence in Lebanon through its support of the militant group Hezbollah.","Trump administration, Israel, and Lebanon AGREE Iran and Hezbollah","COOPERATION","AGREE","0.6","Trump administration; Israel; Lebanon","Trump administration; Israel; Lebanon","USA (185); Israel (83); Lebanon (95)","Iran; Hezbollah","Iran; Hezbollah","Iran (80); Lebanon (95)","","","","Immaterial","","Immaterial","1",""
"6f8afb36c2e3","2026-06-26","Israeli Prime Minister Benjamin Netanyahu announced that Israeli forces will continue to remain in southern Lebanon until Hezbollah disarms. This statement was made in the context of a new framework agreement between the United States, Israel, and Lebanon aimed at reducing tensions following cross-border violence.","Israeli Prime Minister Benjamin Netanyahu said on Friday that Israeli forces will remain in southern Lebanon until Hezbollah lays down its weapons, underscoring Israel’s firm stance despite new diplomatic efforts in Washington.","Israeli forces AGREE Hezbollah","COOPERATION","AGREE","0.5","Israeli forces","Israeli military","Israel (83)","Hezbollah","Hezbollah","Lebanon (95)","United States; Lebanon","United States; Lebanon","USA (185); Lebanon (95)","southern Lebanon","","Lebanon (95)","1",""
"2644e50ec023","2026-06-26","Israeli forces conducted airstrikes in southern Lebanon, specifically targeting the town of Mayfadoun in the Nabatieh district, resulting in the deaths of two individuals and injuries to another. This military action occurred concurrently with ongoing diplomatic discussions between Israeli and Lebanese officials.","Israeli airstrikes continued in southern Lebanon on Friday. According to Lebanon’s National News Agency, quoting the country’s Ministry of Public Health, two people were killed and another person was injured after an Israeli strike on the town of Mayfadoun in the Nabatieh district.","Israeli forces ASSAULT Civilians in Mayfadoun","CONFLICT","ASSAULT","-0.9","Israeli forces","Israeli military","Israel (83)","Civilians in Mayfadoun","Civilians in Mayfadoun","Lebanon (95)","Lebanese officials","Lebanese authorities","Lebanon (95)","Mayfadoun, Nabatieh district; southern Lebanon","","Lebanon (95); Lebanon (95)","1",""
"21c6b77c13fb","2026-06-26","Israel will withdraw its forces from two areas in southern Lebanon, transferring control of these sites to the Lebanese military as part of a trilateral agreement signed in Washington involving Israel, Lebanon, and the United States. This agreement aims to facilitate future negotiations towards a broader peace agreement and is seen as a step towards restoring Lebanese sovereignty.","Israel will withdraw from two areas in southern Lebanon, transferring the sites to the Lebanese military, according to Prime Minister Benjamin Netanyahu, under a newly signed agreement after four days of talks in Washington.","Israel CONCEDE Lebanese military","COOPERATION","CONCEDE","0.5","Israel","Israel","Israel (83)","Lebanese military","Lebanese army","Lebanon (95)","United States","United States","USA (185)","southern Lebanon; Lebanese military","","Lebanon (95); Lebanon (95)","1",""
"fd522556c928","2026-06-26","Israeli forces dropped leaflets over the southern Lebanese town of Mansouri, ordering residents to evacuate. This action marks the first such order since the ceasefire between Israel and Hezbollah took effect, amid ongoing discussions in Washington regarding territorial handovers.","Israel and Lebanon have been holding talks in Washington that include discussions on a US-backed proposal for Israeli forces to hand some of the territory they occupied in their war with Hezbollah to Lebanon's military.","Israeli forces ACCUSE residents of Mansouri","CONFLICT","ACCUSE","-0.3","Israeli forces","Israeli military","Israel (83)","Residents of Mansouri","Residents of Mansouri","Lebanon (95)","Hezbollah","Hezbollah","Lebanon (95)","Mansouri","","Lebanon (95)","1",""
"8383592e9c2a","2026-06-25","Israeli forces conducted an airstrike on a car in the Nabatieh Governorate of Lebanon, resulting in the deaths of three individuals and injuring one. This attack occurred despite ongoing ceasefire negotiations between Israeli and Lebanese officials in Washington.","According to Lebanon’s Ministry of Public Health, three people were killed on Thursday, and one was wounded after the Israeli attack hit a car on the road between Zawtar and Mayfadoun in Nabatieh Governorate.","Israeli forces ASSAULT car occupants in Nabatieh Governorate, Lebanon","CONFLICT","ASSAULT","-0.9","Israeli forces","Israeli military","Israel (83)","Car occupants","Car occupants","Lebanon (95)","","","","Nabatieh Governorate","","Lebanon (95)","1",""
"f8f3f4db4697","2026-06-25","Israel stated that it will only withdraw its troops from southern Lebanon after Hezbollah is disarmed. This declaration was made during US-mediated talks in Washington, emphasizing that the withdrawal is contingent upon Hezbollah no longer being a threat.","""We will not withdraw our forces from southern Lebanon as long as Hezbollah remains a threat, are not disarmed and are not demilitarised,"" David Mencer, a government spokesman, said in a briefing to journalists.","Israel ACCUSE Hezbollah","CONFLICT","ACCUSE","-0.2","Israel","Israel","Israel (83)","Hezbollah","Hezbollah","Lebanon (95)","United States","United States","USA (185)","Washington; southern Lebanon","","USA (185); Lebanon (95)","1",""
"6256aa2139d8","2026-06-25","The Israeli army conducted a drone strike in southern Lebanon, resulting in the deaths of at least three individuals and wounding another. This incident occurred despite a declared ceasefire between Israel and Hezbollah, escalating tensions in the region. The Israeli army stated that the operation targeted five Hezbollah members who were deemed a threat to Israeli troops.","At least three people were killed and another was wounded in a drone strike by the Israeli army in southern Lebanon, Lebanese state media reported.","Israeli army ASSAULT Hezbollah","CONFLICT","ASSAULT","-0.9","Israeli army","Israeli military","Israel (83)","Hezbollah","Hezbollah","Lebanon (95)","","","","southern Lebanon","","Lebanon (95)","7",""
"57484f1641f4","2026-06-25","The Lebanese Ministry of Health reported that the death toll from Israeli attacks in Lebanon has risen to 4,243 killed and 12,186 injured since March 2, amid escalating regional tensions linked to the US-Iran ceasefire framework. This situation reflects ongoing violence and humanitarian concerns as calls for a ceasefire and military withdrawal from Israel continue.","According to the Lebanese Ministry of Health, the death toll from Israeli attacks since March 2 has now risen to 4,243 killed and 12,186 injured.","Israeli military ASSAULT Lebanese civilians","CONFLICT","ASSAULT","-0.9","Israeli military","Israeli military","Israel (83)","Lebanese civilians","Lebanese civilians","Lebanon (95)","United States; Iran","United States; Iran","USA (185); Iran (80)","Lebanon","","Lebanon (95)","3",""
"bfb359066592","2026-06-25","Israeli Defence Minister Israel Katz announced that Israel has no timetable for withdrawing its forces from Lebanon, Gaza, and Syria during a graduation ceremony at a military academy. This statement comes amid ongoing US-brokered talks between Israeli and Lebanese officials in Washington, and follows recent Israeli military airstrikes in Lebanon and troop deployments in the south in response to Hezbollah's involvement in the Middle East war.","""We must remain in the security zone in Lebanon, in Syria and in Gaza, and not for a limited time, in order to defend our residents and communities from there against jihadist elements,"" Defence Minister Israel Katz said at a graduation ceremony at a military academy.","Israel REQUEST Lebanese officials","CONFLICT","REQUEST","-0.2","Israel","Israel","Israel (83)","Lebanese officials","Lebanese authorities","Lebanon (95)","Hezbollah; United States","Hezbollah; United States","Lebanon (95); USA (185)","Military Academy; Lebanon; Gaza; Syria; Washington","","Israel (83); Lebanon (95); Palestine (195); Syria (169); USA (185)","1",""
