id,event_date,event_summary,source_quote,core_sentence,category,event_type,intensity,actor_raw_names,actor_normalized_names,actor_countries,recipient_raw_names,recipient_normalized_names,recipient_countries,third_party_raw_names,third_party_normalized_names,third_party_countries,location_raw_names,location_normalized_names,location_countries,article_count,article_links
"fbd787c958d1","2026-06-26","Hezbollah Secretary General Sheikh Naim Qassem addressed the Central Ashura Council in Beirut, Lebanon, declaring that Israel must completely withdraw from Lebanese territory. He stated that the regional conflict has entered a new phase following the collapse of the Israeli-American project and emphasized that any lasting peace requires an end to Israeli military operations against Lebanon.","Qassem said any lasting peace required Israel to end all military operations against Lebanon and completely withdraw from Lebanese territory. 'Israel has no choice but to fully withdraw from Lebanon and end its land, sea and air attacks,' he said.","Hezbollah Secretary General Sheikh Naim Qassem REQUEST Israel","CONFLICT","REQUEST","-0.2","Hezbollah Secretary General Sheikh Naim Qassem","Hezbollah Secretary-General Sheikh Naim Qassem","Lebanon (95)","Israel","Israel","Israel (83)","Central Ashour Council","Central Ashour Council","Lebanon (95)","Beirut","","Lebanon (95)","2",""
"14bdc8fa409e","2026-06-23","Hezbollah chief Naim Qassem demanded the scheduled withdrawal of Israeli troops from south Lebanon during a televised address. This demand comes amid ongoing tensions, as Israeli gunfire recently resulted in the deaths of two individuals in the region, despite a lull in fighting. The context of this demand is linked to the broader discussions taking place in Washington regarding Israel-Lebanon relations.","“We now have a ceasefire. The withdrawal must take place according to a timetable. Israel has no choice but to fully withdraw from all Lebanese territory, without retaining an inch,” Qassem said, in a televised address.","Naim Qassem REQUEST Israel","CONFLICT","REQUEST","-0.2","Naim Qassem","Naim Qassem","Lebanon (95)","Israel","Israel","Israel (83)","","","","South Lebanon; Washington","","Lebanon (95); USA (185)","2",""
"5b25c4891247","2026-06-23","Lebanese President Joseph Aoun stated that negotiations with Israel are ongoing in Washington, separate from the recent US-Iran talks in Switzerland. The discussions aim to consolidate a ceasefire in southern Lebanon, facilitate the withdrawal of Israeli forces, deploy the Lebanese army, and initiate reconstruction efforts.","Work is underway to consolidate the ceasefire in southern Lebanon, to be followed by the withdrawal of Israeli forces, the deployment of the Lebanese army, the return of residents, the release of prisoners and the start of reconstruction.","Lebanese President Joseph Aoun CONSULT Israel","COOPERATION","CONSULT","0.2","Joseph Aoun","Joseph Aoun","Lebanon (95)","Israel","Israel","Israel (83)","","","","Washington; Switzerland","","USA (185); Switzerland (168)","1",""
"04bba6a42ebc","2026-06-22","The Lebanese militant group Hezbollah formally accused Israel of violating a ceasefire agreement by conducting an attack involving artillery fire and drone activity near the village of Kafr Kila in southern Lebanon. This accusation threatens to destabilize the fragile truce established since late May 2026.","The Lebanese militant group Hezbollah has formally accused Israel of violating the terms of a recently established ceasefire agreement, following what it described as an Israeli attack on a position in southern Lebanon.","Hezbollah ACCUSE Israel","CONFLICT","ACCUSE","-0.3","Hezbollah","Hezbollah","Lebanon (95)","Israel","Israel","Israel (83)","","","","Kafr Kila, southern Lebanon","","Lebanon (95)","1",""
"d9e9639eac31","2026-06-21","Naim Qassem, the chief of the Hezbollah terror group, delivered a televised address in which he rejected Israel's declared 'security zone' in southern Lebanon. He stated that Israeli troops cannot remain on Lebanese soil and warned that Hezbollah will resist any violations, emphasizing that the Lebanese national army is responsible for preserving sovereignty.","Hezbollah terror group chief Naim Qassem has firmly rejected Israel’s declared 'security zone' in southern Lebanon, insisting that Israeli troops cannot remain on Lebanese soil and warning that Hezbollah will resist any violations.","Naim Qassem ACCUSE Israel","CONFLICT","ACCUSE","-0.3","Naim Qassem","Naim Qassem","Lebanon (95)","Israel","Israel","Israel (83)","Hezbollah; Lebanese civilian population","Hezbollah; Lebanese civilians","Lebanon (95); Lebanon (95)","southern Lebanon","","Lebanon (95)","2",""
"005486399ecd","2026-06-18","Fighting escalated between Israel and Hezbollah in south Lebanon, resulting in the deaths of more than 18 individuals due to Israeli strikes and four Israeli soldiers killed in a Hezbollah attack. Israeli Prime Minister Binyamin Netanyahu vowed to impose severe consequences on Hezbollah for the soldiers' deaths.","Fighting escalated sharply between Israel and Hezbollah in south Lebanon overnight, with more than 18 people reported killed in Israeli strikes and four Israeli soldiers killed in one of the deadliest attacks by the Iran-backed group during this war.","Israel and Hezbollah THREATEN each other","CONFLICT","THREATEN","-0.6","Israel; Hezbollah","Israel; Hezbollah","Israel (83); Lebanon (95)","Israel; Hezbollah","Israel; Hezbollah","Israel (83); Lebanon (95)","Binyamin Netanyahu","Benjamin Netanyahu","Israel (83)","South Lebanon","","Lebanon (95)","1",""
"774a9da02b79","2026-06-18","The Israeli military reported that two soldiers from the elite Maglan Unit were killed and more than twelve others were injured during clashes and ambushes by Hezbollah in southern Lebanon. This incident is part of ongoing hostilities that have resulted in at least six Israeli military deaths since Thursday.","According to the spokesperson for the Israeli Occupation Forces (IOF), a soldier has been killed and more than twelve others injured, all of whom belonged to the elite Maglan Unit.","Hezbollah ASSAULT Israeli military","CONFLICT","ASSAULT","-0.9","Hezbollah","Hezbollah","Lebanon (95)","Israeli military","Israeli military","Israel (83)","","","","southern Lebanon","","Lebanon (95)","2",""
"8164826887fd","2026-06-15","The Iranian-backed Hezbollah organization launched numerous rockets toward Israeli Defense Forces (IDF) soldiers in Lebanon, violating the ceasefire with Beirut. The Israeli Air Force intercepted the projectiles, and no air-raid sirens were activated in Israeli territory. Earlier that day, Hezbollah also fired an anti-tank missile and mortar shells at IDF troops in Southern Lebanon.","The Iranian-backed Hezbollah terrorist organization on Monday night, June 15, fired 'numerous rockets' toward Israel Defense Forces soldiers in Lebanon, in violation of the ceasefire with Beirut.","Hezbollah ASSAULTED Israeli Defense Forces (IDF)","CONFLICT","ASSAULT","-0.9","Hezbollah","Hezbollah","Lebanon (95)","Israeli Defense Forces (IDF)","Israel Defense Forces (IDF)","Israel (83)","","","","Lebanon; Beirut; Southern Lebanon","","Lebanon (95); Lebanon (95); Lebanon (95)","1",""
"f059fba618f6","2026-06-11","Lebanese President Joseph Aoun reaffirmed Lebanon's commitment to U.S.-mediated negotiations with Israel aimed at ending hostilities. He emphasized that any agreement must include an Israeli withdrawal from Lebanese territory, a halt to military attacks, the deployment of Lebanese state forces, the return of displaced civilians, and the release of prisoners.","We will not withdraw and we will continue until we reach a conclusion that benefits our nation.","Lebanese President Joseph Aoun AGREE Israel","COOPERATION","AGREE","0.5","Lebanese President Joseph Aoun","Lebanese President Joseph Aoun","Lebanon (95)","Israel","Israel","Israel (83)","United States","United States","USA (185)","Lebanon","","Lebanon (95)","1",""
"24e91e49dfc7","2026-06-09","A gunman from Lebanon opened fire on Israeli troops at the border, prompting the Israel Defense Forces (IDF) to return fire, killing the assailant. The incident occurred in northern Israel, where the IDF reported that the gunman briefly entered Israeli territory but did not cross the border fence.","A gunman from Lebanon opened fire on Israeli troops at the border on Tuesday afternoon before they shot him dead, according to the Israel Defense Forces.","Gunman from Lebanon ASSAULTED Israeli troops","CONFLICT","ASSAULT","-0.9","Gunman from Lebanon","Gunman from Lebanon","Lebanon (95)","Israeli troops","Israeli troops","Israel (83)","","","","Northern Israel; Lebanese border","","Israel (83); Lebanon (95)","1",""
"9a8eab645aa4","2026-06-05","Lebanese Parliament Speaker Nabih Berri criticized a draft agreement between Lebanon and Israel, rejecting its provisions related to Hezbollah and military withdrawals. He stated that the agreement failed to demand a complete ceasefire and was flawed due to its conditions regarding Hezbollah's presence in southern Lebanon and Israeli military withdrawals.","Lebanese Parliament Speaker Nabih Berri on Friday criticized a draft agreement between Lebanon and Israel, describing most of its provisions as 'unjust' and rejecting key conditions concerning Hezbollah and southern Lebanon.","Nabih Berri ACCUSE Lebanon and Israel","CONFLICT","ACCUSE","-0.2","Nabih Berri","Nabih Berri","Lebanon (95)","Lebanon; Israel","Lebanon; Israel","Lebanon (95); Israel (83)","Hezbollah","Hezbollah","Lebanon (95)","Lebanon; Israel; southern Lebanon","","Lebanon (95); Israel (83); Lebanon (95)","2",""
"4ef13899a7ea","2026-06-05","A U.S.-brokered ceasefire agreement between Israel and Lebanon faced rejection from Hezbollah, which dismissed key provisions of the deal. The agreement aimed to halt Hezbollah attacks and establish security zones controlled by the Lebanese Armed Forces, but Hezbollah's Secretary-General Naim Qassem stated that any withdrawal requirement while Israeli operations continue would be seen as surrender.","Hezbollah Secretary-General Naim Qassem rejected the terms in a televised statement, saying any requirement for the group to withdraw while Israeli military operations continue would amount to surrender.","Hezbollah ACCUSE Israel and Lebanon","CONFLICT","ACCUSE","-0.3","Hezbollah","Hezbollah","Lebanon (95)","Israel; Lebanon","Israel; Lebanon","Israel (83); Lebanon (95)","U.S. brokered ceasefire agreement; Lebanese Armed Forces","U.S. brokered ceasefire agreement; Lebanese army","USA (185); Lebanon (95)","Israel; Lebanon","","Israel (83); Lebanon (95)","1",""
"5f9f881f1b15","2026-06-04","Hezbollah publicly rejected a renewed US-backed ceasefire agreement between Israel and Lebanon, which was announced by the United States, Israel, and Lebanon. The agreement aimed to establish security zones in southern Lebanon and required Hezbollah to cease attacks and withdraw fighters from frontline areas. Hezbollah leader Naim Qassem criticized the deal as 'humiliating' for Lebanon and stated that any ceasefire must be reciprocal.","Hezbollah has rejected a renewed US-backed ceasefire agreement between Israel and Lebanon, raising fresh doubts over efforts to halt fighting along the border.","Hezbollah ACCUSE United States, Israel, and Lebanon","CONFLICT","ACCUSE","-0.3","Hezbollah","Hezbollah","Lebanon (95)","United States; Israel; Lebanon","United States; Israel; Lebanon","USA (185); Israel (83); Lebanon (95)","Naim Qassem","Naim Qassem","Lebanon (95)","Southern Lebanon; Lebanon","","Lebanon (95); Lebanon (95)","14",""
"7e4cc4115681","2026-06-04","The Lebanese government announced the 'Washington Declaration', which outlines a ceasefire framework between Lebanon and Israel, amid ongoing regional tensions and military confrontations. This declaration reflects the Lebanese government's strategy to seek political concessions in light of the current power dynamics, despite Hezbollah's swift rejection of the approach.","Against that backdrop, the so-called 'Washington Declaration' outlining a ceasefire framework between Lebanon and Israel emerged as the latest expression of a political approach adopted by Lebanon’s government in recent months.","Lebanese government AGREE Israel","COOPERATION","AGREE","0.5","Lebanese government","Lebanese government","Lebanon (95)","Israel","Israel","Israel (83)","Hezbollah","Hezbollah","Lebanon (95)","Lebanon; Israel","","Lebanon (95); Israel (83)","1",""
"933f83a5d21d","2026-06-04","Hezbollah leader Naim Qassem publicly rejected the US-brokered ceasefire agreement between Israel and the Lebanese government aimed at halting ongoing hostilities. This rejection occurred following a fourth round of US-mediated talks in Washington, which stipulated that the ceasefire was contingent on a complete cessation of Hezbollah fire and the evacuation of all Hezbollah operatives from areas south of the Litani River.","Hezbollah leader Naim Qassem on Thursday rejected the ceasefire agreement between Israel and the Lebanese government to halt the fighting.","Naim Qassem ACCUSE United States, Israel, and the Lebanese government","CONFLICT","ACCUSE","-0.3","Naim Qassem","Naim Qassem","Lebanon (95)","United States; Israel; Lebanese government","United States; Israel; Lebanese government","USA (185); Israel (83); Lebanon (95)","","","","Washington","","USA (185)","2",""
"279fb3d74421","2026-06-04","The Iranian-backed Hezbollah militia launched a rocket attack on Israeli troops stationed in southern Lebanon, resulting in the death of an Israeli soldier. This attack occurred amidst ongoing conflict in the region, where at least eight people were reported killed in strikes in southern and eastern Lebanon.","An Israeli soldier was killed in an attack by the Lebanese Islamist militia on troops stationed in southern Lebanon, the Israeli army said.","Hezbollah militia ASSAULT Israeli troops and soldiers","CONFLICT","ASSAULT","-0.9","Hezbollah militia","Hezbollah","Lebanon (95)","Israeli troops; Israeli soldiers","Israeli troops; Israeli troops","Israel (83); Israel (83)","","","","southern Lebanon; eastern Lebanon","","Lebanon (95); Lebanon (95)","1",""
"7812339018af","2026-06-04","The Israeli military reported the death of Captain Shahar Gamla, 23, who succumbed to injuries from a drone attack attributed to Hezbollah during ongoing operations in southern Lebanon. He had been seriously wounded in the attack on June 2 and died while receiving medical treatment.","According to an Israeli military statement, Captain Shahar Gamla, 23, succumbed to injuries sustained in a drone attack that Israeli authorities attributed to Hezbollah. The officer had been seriously wounded during the incident last Thursday and later died while receiving medical treatment.","Hezbollah ASSAULT Captain Shahr Gamla","CONFLICT","ASSAULT","-0.9","Hezbollah","Hezbollah","Lebanon (95)","Captain Shahr Gamla","Captain Shahar Gamla","Israel (83)","","","","southern Lebanon","","Lebanon (95)","1",""
"92db0af94fd1","2026-06-03","Hezbollah launched a rocket salvo at an Israeli troop position in northern Israel, marking the first announcement of a cross-border missile attack since Monday. This action occurred amidst heightened tensions and ongoing efforts to mediate a deal aimed at curbing attacks between Israel and Hezbollah.","Iran-backed Hezbollah said in a statement it had fired a rocket salvo at an Israeli troop position in northern Israel, the first time it had announced a cross-border missile attack since Monday.","Hezbollah ASSAULT Israeli military","CONFLICT","ASSAULT","-0.9","Hezbollah","Hezbollah","Lebanon (95)","Israeli military","Israeli military","Israel (83)","","","","northern Israel","","Israel (83)","2",""
"f05cf8839c94","2026-06-02","Lebanese President and Prime Minister held discussions regarding US-hosted military talks with Israel, focusing on preparations for the next round of US-mediated discussions scheduled for June 2 and 3, 2026. The Lebanese delegation reaffirmed its commitment to prioritizing a ceasefire amidst ongoing military operations.","The two leaders also reviewed preparations for the next round of US-mediated discussions with Israel, which are scheduled to take place next Tuesday and Wednesday.","Lebanese President and Prime Minister CONSULT Israel","COOPERATION","CONSULT","0.2","Lebanese President and Prime Minister","Lebanon's President","Lebanon (95)","Israel","Israel","Israel (83)","United States","United States","USA (185)","Lebanon; Israel","","Lebanon (95); Israel (83)","1",""
"39fd9bd2bded","2026-06-02","Hezbollah fighters targeted Israeli tanks in the southern Lebanese towns of Haddatha and Bayada with missiles and shells, while the Israeli military intercepted two projectiles fired from Lebanon. Concurrently, Israeli airstrikes in southern Lebanon resulted in the deaths of six individuals, including a Syrian citizen, and caused significant destruction in the region.","Hezbollah announced that its fighters had targeted Israeli tanks in the southern Lebanese towns of Haddatha and Bayada with missiles and shells. Conversely, the Israeli military confirmed it had successfully intercepted two projectiles fired from Lebanon in the early hours of Tuesday morning, reporting no casualties.","Hezbollah fighters and the Israeli military ASSAULT Israeli tanks and civilians in southern Lebanon.","CONFLICT","ASSAULT","-0.9","Hezbollah fighters; Israeli military","Hezbollah; Israeli military","Lebanon (95); Israel (83)","Israeli tanks; Civilians in southern Lebanon","Israeli tanks; Lebanese civilians","Israel (83); Lebanon (95)","Syrian citizen","Individuals from Syria","Syria (169)","Haddatha; Bayada; Southern Lebanon","","Lebanon (95); Lebanon (95); Lebanon (95)","1",""
"f99e37b9ed84","2026-06-02","Hezbollah agreed to a US-backed proposal for a reciprocal halt in attacks with Israel, following discussions between Lebanese President Joseph Aoun and US Senator Marco Rubio. The proposal aims to reduce hostilities along the Lebanon-Israel border by halting Israeli strikes on Beirut's southern suburbs and suspending Hezbollah's attacks against Israeli targets.","A new diplomatic effort aimed at reducing hostilities along the Lebanon-Israel border has gained momentum after Hezbollah reportedly agreed to a US-backed proposal calling for a reciprocal halt in attacks with Israel, according to the Lebanese presidency.","Hezbollah AGREE Israel","COOPERATION","AGREE","0.5","Hezbollah","Hezbollah","Lebanon (95)","Israel","Israel","Israel (83)","United States; Lebanese President Joseph Aoun; US Senator Marco Rubio","United States; Lebanese President Joseph Aoun; Marco Rubio","USA (185); Lebanon (95); USA (185)","Lebanon; Israel; Beirut; Lebanon-Israel border","","Lebanon (95); Israel (83); Lebanon (95)","5",""
"36e1013654d0","2026-06-01","Hezbollah's Islamic Resistance in Lebanon announced that Israeli forces failed to establish control over Beaufort Castle (Qal’at al-Shaqif), rejecting Israeli claims of capturing the strategic site. This statement was made in the context of ongoing military operations and heightened tensions in southern Lebanon.","Hezbollah’s Islamic Resistance in Lebanon said on Monday that Israeli forces failed to establish control over Beaufort Castle (Qal’at al-Shaqif), dismissing Israeli claims of capturing the strategic site as a 'media stunt' aimed at boosting morale among settlers in northern...","Hezbollah's Islamic Resistance in Lebanon ACCUSE Israeli forces","CONFLICT","ACCUSE","-0.3","Hezbollah's Islamic Resistance in Lebanon","Hezbollah's Islamic Resistance","Lebanon (95)","Israeli forces","Israeli military","Israel (83)","","","","Beaufort Castle (Qal'at al-Shaqif); southern Lebanon","","Lebanon (95); Lebanon (95)","1",""
"83f136fdf783","2026-06-01","Lebanon announced a partial ceasefire between Hezbollah and Israel, aimed at de-escalating the ongoing conflict. The agreement calls for Israel to refrain from strikes on Beirut and its suburbs controlled by Hezbollah, while Hezbollah would halt its attacks on Israel.","Lebanon announced a partial ceasefire between Hezbollah and Israel on Monday in what would amount to a limited de-escalation of a conflict that has killed thousands of people and inflamed the broader U.S.-Israeli war with Iran.","Lebanon AGREE Hezbollah and Israel to a partial ceasefire","COOPERATION","AGREE","0.5","Lebanon","Lebanon","Lebanon (95)","Hezbollah; Israel","Hezbollah; Israel","Lebanon (95); Israel (83)","","","","Lebanon; Beirut","","Lebanon (95); Lebanon (95)","1",""
"8f8ee53ae535","2026-05-30","Lebanese Prime Minister Nawaf Salam delivered a televised address in Beirut, urging an immediate ceasefire and condemning what he described as a dangerous Israeli escalation in southern Lebanon. He emphasized the need for increased political and diplomatic efforts to achieve a swift ceasefire, while defending his government's negotiations with Israel despite opposition from Hezbollah.","In light of the dangerous and unprecedented Israeli escalation over the past few days, it is necessary to step up political and diplomatic efforts to achieve a swift and real ceasefire.","Lebanese Prime Minister Nawaf Salam REQUEST Israel","CONFLICT","REQUEST","-0.3","Nawaf Salam","Nawaf Salam","Lebanon (95)","Israel","Israel","Israel (83)","Hezbollah","Hezbollah","Lebanon (95)","Beirut; southern Lebanon","","Lebanon (95); Lebanon (95)","1",""
"35db35a15db4","2026-05-30","Lebanese Prime Minister Nawaf Salam delivered a televised address condemning Israel's airstrikes in southern Lebanon, describing them as a 'scorched-earth policy' and calling for an immediate halt to the fighting. He criticized Israeli Prime Minister Benjamin Netanyahu's actions, stating that they are leading to mass displacements and destruction of cities, while asserting that his government will strive for a ceasefire and the return of displaced people.","In a televised address on Saturday, Salam urged an immediate halt to the fighting and insisted that a 'scorched-earth policy and collective punishment' pursued by Benjamin Netanyahu will not ensure Israel’s security.","Lebanese Prime Minister Nawaf Salam ACCUSE Israel and Benjamin Netanyahu","CONFLICT","ACCUSE","-0.3","Nawaf Salam","Nawaf Salam","Lebanon (95)","Israel; Benjamin Netanyahu","Israel; Benjamin Netanyahu","Israel (83); Israel (83)","displaced Lebanese people","Displaced civilians in Lebanon","Lebanon (95)","Southern Lebanon","","Lebanon (95)","2",""
"06b5ba4e6184","2026-05-25","Joseph Aoun, the Lebanese President, reaffirmed Lebanon's commitment to securing a full Israeli withdrawal from Lebanese territory during a statement on Resistance and Liberation Day. He emphasized that ongoing negotiations are aimed at protecting Lebanon's sovereignty and are supported by the military and security institutions, asserting that these discussions do not signify surrender or political compromise.","Joseph Aoun said Monday that securing a full Israeli withdrawal from Lebanese territory remains a top national priority.","Joseph Aoun AGREE Israel","COOPERATION","AGREE","0.5","Joseph Aoun","Joseph Aoun","Lebanon (95)","Israel","Israel","Israel (83)","Resistance and Liberation; Lebanese military and security institutions","Resistance and Liberation; Lebanese State Security personnel","Lebanon (95); Lebanon (95)","Lebanon","","Lebanon (95)","1",""
